"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
231,"N","15-49",1989,9158.78951051698,"Harari"
231,"N","15-49",1989,909878.245206914,"Oromia"
231,"N","15-49",1989,461351.842249231,"SNNPR"
231,"N","15-49",1989,119122.330631753,"Somali"
231,"N","15-49",1989,226508.385516087,"Tigray"
231,"Y","15-49",1989,265544.197576705,"Addis Adaba"
231,"Y","15-49",1989,82679.1798189708,"Afar"
231,"Y","15-49",1989,1689797.53587426,"Amhara"
231,"Y","15-49",1989,86088.9921857869,"Benishangul"
231,"Y","15-49",1989,45857.2559255329,"Dire Dawa"
231,"Y","15-49",1989,32404.701541543,"Gambela"
231,"Y","15-49",1989,21173.6762884366,"Harari"
231,"Y","15-49",1989,2967718.5537838,"Oromia"
231,"Y","15-49",1989,1515378.42276042,"SNNPR"
231,"Y","15-49",1989,365508.825190902,"Somali"
231,"Y","15-49",1989,475781.65905364,"Tigray"
231,"N","15-49",1990,217740.604026322,"Addis Adaba"
231,"N","15-49",1990,19629.9792443317,"Afar"
231,"N","15-49",1990,658633.1878295,"Amhara"
231,"N","15-49",1990,29109.0263764901,"Benishangul"
231,"N","15-49",1990,26658.3997457803,"Dire Dawa"
231,"N","15-49",1990,14152.8433117916,"Gambela"
231,"N","15-49",1990,9683.58519738977,"Harari"
231,"N","15-49",1990,962013.975383446,"Oromia"
231,"N","15-49",1990,487787.154106239,"SNNPR"
231,"N","15-49",1990,125948.001781198,"Somali"
231,"N","15-49",1990,239487.242997511,"Tigray"
231,"Y","15-49",1990,273094.085783736,"Addis Adaba"
231,"Y","15-49",1990,85029.8942024094,"Afar"
231,"Y","15-49",1990,1737841.4494856,"Amhara"
231,"Y","15-49",1990,88536.6535272511,"Benishangul"
231,"Y","15-49",1990,47161.0583014781,"Dire Dawa"
231,"Y","15-49",1990,33326.024154703,"Gambela"
231,"Y","15-49",1990,21775.681116139,"Harari"
231,"Y","15-49",1990,3052096.00776498,"Oromia"
231,"Y","15-49",1990,1558463.29446011,"SNNPR"
231,"Y","15-49",1990,375900.883439801,"Somali"
231,"Y","15-49",1990,489308.967763796,"Tigray"
231,"N","15-49",1991,229618.311829757,"Addis Adaba"
231,"N","15-49",1991,20700.7908125014,"Afar"
231,"N","15-49",1991,694561.50073956,"Amhara"
231,"N","15-49",1991,30696.9181309403,"Benishangul"
231,"N","15-49",1991,28112.6102918723,"Dire Dawa"
231,"N","15-49",1991,14924.878175004,"Gambela"
231,"N","15-49",1991,10211.8228955379,"Harari"
231,"N","15-49",1991,1014491.65153173,"Oromia"
231,"N","15-49",1991,514395.848945912,"SNNPR"
